prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2019-08-01,21:44,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.37; MSAS at inflection=18.18; depression=21.32°; smoothing=5-pt median; dark rows=924
fajr,2019-08-02,04:23,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.37; MSAS at inflection=17.03; depression=8.99°; smoothing=5-pt median; dark rows=924
isha,2019-08-02,20:16,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.37; MSAS at inflection=16.88; depression=8.98°; smoothing=5-pt median; dark rows=929
fajr,2019-08-03,03:10,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.37; MSAS at inflection=18.39; depression=19.77°; smoothing=5-pt median; dark rows=929
isha,2019-08-03,20:50,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.36; MSAS at inflection=18.16; depression=14.32°; smoothing=5-pt median; dark rows=937
fajr,2019-08-04,04:31,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.36; MSAS at inflection=16.12; depression=7.95°; smoothing=5-pt median; dark rows=937
isha,2019-08-04,20:16,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.38; MSAS at inflection=17.13; depression=9.30°; smoothing=5-pt median; dark rows=939
fajr,2019-08-05,04:32,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.38; MSAS at inflection=16.20; depression=8.02°; smoothing=5-pt median; dark rows=939
isha,2019-08-05,21:01,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.48; MSAS at inflection=18.25; depression=16.52°; smoothing=5-pt median; dark rows=946
fajr,2019-08-06,04:28,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.48; MSAS at inflection=16.97; depression=8.90°; smoothing=5-pt median; dark rows=946
isha,2019-08-07,20:18,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.49; MSAS at inflection=17.70; depression=10.33°; smoothing=5-pt median; dark rows=949
fajr,2019-08-08,04:29,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.49; MSAS at inflection=17.21; depression=9.07°; smoothing=5-pt median; dark rows=949
isha,2019-08-08,20:38,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.58; MSAS at inflection=18.15; depression=13.68°; smoothing=5-pt median; dark rows=958
fajr,2019-08-09,04:30,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.58; MSAS at inflection=17.15; depression=9.08°; smoothing=5-pt median; dark rows=958
isha,2019-08-09,20:01,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.56; MSAS at inflection=16.17; depression=8.02°; smoothing=5-pt median; dark rows=962
fajr,2019-08-10,03:25,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.56; MSAS at inflection=18.62; depression=19.32°; smoothing=5-pt median; dark rows=962
isha,2019-08-10,20:02,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.14; MSAS at inflection=16.54; depression=8.33°; smoothing=5-pt median; dark rows=970
fajr,2019-08-11,03:48,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.14; MSAS at inflection=17.71; depression=16.17°; smoothing=5-pt median; dark rows=970
isha,2019-08-11,21:02,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.18; MSAS at inflection=17.34; depression=18.15°; smoothing=5-pt median; dark rows=973
fajr,2019-08-12,04:42,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.18; MSAS at inflection=15.99; depression=7.67°; smoothing=5-pt median; dark rows=973
isha,2019-08-13,20:21,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.98; MSAS at inflection=17.87; depression=12.19°; smoothing=5-pt median; dark rows=983
isha,2019-08-14,20:11,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.89; MSAS at inflection=17.57; depression=10.81°; smoothing=5-pt median; dark rows=988
fajr,2019-08-17,04:30,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.97; MSAS at inflection=17.68; depression=10.56°; smoothing=5-pt median; dark rows=999
isha,2019-08-17,19:49,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.05; MSAS at inflection=15.94; depression=7.92°; smoothing=5-pt median; dark rows=1006
fajr,2019-08-18,04:39,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.05; MSAS at inflection=17.03; depression=9.22°; smoothing=5-pt median; dark rows=1006
isha,2019-08-18,20:00,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.04; MSAS at inflection=17.68; depression=10.14°; smoothing=5-pt median; dark rows=1009
fajr,2019-08-19,03:32,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.04; MSAS at inflection=17.76; depression=20.23°; smoothing=5-pt median; dark rows=1009
isha,2019-08-23,20:13,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.29; MSAS at inflection=18.07; depression=13.70°; smoothing=5-pt median; dark rows=1041
fajr,2019-08-24,04:47,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.29; MSAS at inflection=17.08; depression=9.11°; smoothing=5-pt median; dark rows=1041
isha,2019-08-24,19:48,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.24; MSAS at inflection=17.30; depression=9.67°; smoothing=5-pt median; dark rows=1045
isha,2019-08-27,19:59,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.23; MSAS at inflection=15.96; depression=12.49°; smoothing=5-pt median; dark rows=1063
fajr,2019-08-28,04:39,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.23; MSAS at inflection=17.99; depression=11.31°; smoothing=5-pt median; dark rows=1063
isha,2019-08-28,20:45,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.11; MSAS at inflection=18.00; depression=20.47°; smoothing=5-pt median; dark rows=1062
fajr,2019-08-29,04:54,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.11; MSAS at inflection=16.51; depression=8.80°; smoothing=5-pt median; dark rows=1062
isha,2019-08-29,20:39,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.18; MSAS at inflection=17.00; depression=19.76°; smoothing=5-pt median; dark rows=1070
fajr,2019-08-30,03:42,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.18; MSAS at inflection=18.29; depression=21.25°; smoothing=5-pt median; dark rows=1070
isha,2019-08-30,19:30,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.39; MSAS at inflection=16.47; depression=8.33°; smoothing=5-pt median; dark rows=1069
fajr,2019-08-31,04:49,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.39; MSAS at inflection=17.78; depression=10.06°; smoothing=5-pt median; dark rows=1069
isha,2019-08-31,19:33,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.15; MSAS at inflection=17.08; depression=9.16°; smoothing=5-pt median; dark rows=504
