prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
fajr,2017-07-01,03:55,0,40.4246,-3.56028,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.16; MSAS at inflection=16.59; depression=8.88°; smoothing=5-pt median; dark rows=439
fajr,2017-07-05,04:18,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.68; MSAS at inflection=19.29; depression=12.10°; smoothing=5-pt median; dark rows=455
isha,2017-07-05,21:02,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.46; MSAS at inflection=17.96; depression=16.43°; smoothing=5-pt median; dark rows=459
fajr,2017-07-06,04:11,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.46; MSAS at inflection=19.80; depression=13.49°; smoothing=5-pt median; dark rows=459
fajr,2017-07-07,04:37,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.25; MSAS at inflection=17.26; depression=9.06°; smoothing=5-pt median; dark rows=463
isha,2017-07-07,20:37,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.07; MSAS at inflection=17.98; depression=12.38°; smoothing=5-pt median; dark rows=467
isha,2017-07-08,20:18,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=17.63; MSAS at inflection=16.39; depression=9.21°; smoothing=5-pt median; dark rows=447
isha,2017-07-11,20:16,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.31; MSAS at inflection=16.59; depression=8.99°; smoothing=5-pt median; dark rows=460
isha,2017-07-15,21:01,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=17.68; MSAS at inflection=17.90; depression=16.93°; smoothing=5-pt median; dark rows=464
isha,2017-07-17,21:17,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.38; MSAS at inflection=19.07; depression=19.72°; smoothing=5-pt median; dark rows=459
fajr,2017-07-18,04:45,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.38; MSAS at inflection=16.45; depression=8.90°; smoothing=5-pt median; dark rows=459
isha,2017-07-18,20:15,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.70; MSAS at inflection=17.90; depression=9.50°; smoothing=5-pt median; dark rows=477
fajr,2017-07-19,04:30,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.70; MSAS at inflection=18.98; depression=11.65°; smoothing=5-pt median; dark rows=477
isha,2017-07-21,21:26,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=19.10; MSAS at inflection=17.89; depression=21.64°; smoothing=5-pt median; dark rows=48
fajr,2017-07-23,04:39,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.02; MSAS at inflection=17.19; depression=10.70°; smoothing=5-pt median; dark rows=52
isha,2017-07-23,21:24,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=19.26; MSAS at inflection=18.45; depression=21.69°; smoothing=5-pt median; dark rows=273
fajr,2017-07-24,04:48,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=19.26; MSAS at inflection=16.93; depression=9.15°; smoothing=5-pt median; dark rows=273
fajr,2017-07-25,03:59,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=19.99; MSAS at inflection=19.46; depression=17.92°; smoothing=5-pt median; dark rows=78
fajr,2017-07-27,04:28,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=19.14; MSAS at inflection=18.92; depression=13.25°; smoothing=5-pt median; dark rows=343
isha,2017-07-28,20:13,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=17.55; MSAS at inflection=17.40; depression=10.29°; smoothing=5-pt median; dark rows=491
fajr,2017-07-29,03:46,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=17.55; MSAS at inflection=19.10; depression=20.70°; smoothing=5-pt median; dark rows=491
isha,2017-07-29,21:06,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=18.32; MSAS at inflection=17.18; depression=19.82°; smoothing=5-pt median; dark rows=499
fajr,2017-07-31,04:06,-7,32.223877,-110.767532,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars19; photometric inflection method; night median MSAS=19.32; MSAS at inflection=19.81; depression=17.73°; smoothing=5-pt median; dark rows=501
isha,2017-07-01,02:12,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=21.11; MSAS at inflection=21.13; depression=20.19°; smoothing=5-pt median; dark rows=214
fajr,2017-07-01,02:20,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=21.11; MSAS at inflection=21.12; depression=19.52°; smoothing=5-pt median; dark rows=214
isha,2017-07-02,20:52,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.51; MSAS at inflection=18.21; depression=10.81°; smoothing=5-pt median; dark rows=395
isha,2017-07-03,20:46,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.10; MSAS at inflection=17.66; depression=10.03°; smoothing=5-pt median; dark rows=391
fajr,2017-07-04,03:35,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.10; MSAS at inflection=18.88; depression=10.99°; smoothing=5-pt median; dark rows=391
isha,2017-07-04,20:47,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.69; MSAS at inflection=17.93; depression=10.23°; smoothing=5-pt median; dark rows=392
fajr,2017-07-05,03:43,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.69; MSAS at inflection=17.94; depression=9.98°; smoothing=5-pt median; dark rows=392
fajr,2017-07-06,03:41,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.08; MSAS at inflection=18.64; depression=10.24°; smoothing=5-pt median; dark rows=389
isha,2017-07-08,20:34,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=18.32; MSAS at inflection=16.36; depression=8.58°; smoothing=5-pt median; dark rows=392
fajr,2017-07-09,03:55,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=18.32; MSAS at inflection=16.76; depression=8.66°; smoothing=5-pt median; dark rows=392
isha,2017-07-09,20:45,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=18.46; MSAS at inflection=18.27; depression=10.27°; smoothing=5-pt median; dark rows=390
isha,2017-07-10,20:42,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=18.76; MSAS at inflection=18.10; depression=9.85°; smoothing=5-pt median; dark rows=392
isha,2017-07-11,20:46,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.29; MSAS at inflection=18.26; depression=10.49°; smoothing=5-pt median; dark rows=402
fajr,2017-07-12,03:51,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.29; MSAS at inflection=17.27; depression=9.54°; smoothing=5-pt median; dark rows=402
isha,2017-07-13,20:39,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.71; MSAS at inflection=17.65; depression=9.73°; smoothing=5-pt median; dark rows=404
fajr,2017-07-14,03:36,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=19.71; MSAS at inflection=18.51; depression=12.00°; smoothing=5-pt median; dark rows=404
isha,2017-07-14,20:46,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.29; MSAS at inflection=18.72; depression=10.87°; smoothing=5-pt median; dark rows=410
fajr,2017-07-15,03:48,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.29; MSAS at inflection=17.95; depression=10.40°; smoothing=5-pt median; dark rows=410
fajr,2017-07-16,03:47,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.63; MSAS at inflection=18.33; depression=10.71°; smoothing=5-pt median; dark rows=413
fajr,2017-07-17,02:35,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.82; MSAS at inflection=19.74; depression=19.86°; smoothing=5-pt median; dark rows=413
isha,2017-07-17,20:50,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.88; MSAS at inflection=19.47; depression=11.80°; smoothing=5-pt median; dark rows=418
isha,2017-07-18,20:41,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=21.05; MSAS at inflection=18.68; depression=10.66°; smoothing=5-pt median; dark rows=421
fajr,2017-07-22,03:52,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=21.21; MSAS at inflection=18.96; depression=10.93°; smoothing=5-pt median; dark rows=407
isha,2017-07-25,20:55,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=21.26; MSAS at inflection=20.94; depression=13.74°; smoothing=5-pt median; dark rows=433
isha,2017-07-31,21:43,0,41.0013,-2.49241,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars2; photometric inflection method; night median MSAS=20.12; MSAS at inflection=19.64; depression=21.15°; smoothing=5-pt median; dark rows=202
isha,2017-07-01,19:44,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=20.66; MSAS at inflection=19.11; depression=12.62°; smoothing=5-pt median; dark rows=438
isha,2017-07-02,19:50,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=20.30; MSAS at inflection=19.02; depression=13.62°; smoothing=5-pt median; dark rows=455
fajr,2017-07-05,03:20,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=19.24; MSAS at inflection=20.68; depression=13.84°; smoothing=5-pt median; dark rows=474
isha,2017-07-06,20:18,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.40; MSAS at inflection=18.40; depression=18.33°; smoothing=5-pt median; dark rows=23
isha,2017-07-08,19:35,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.16; MSAS at inflection=18.06; depression=11.17°; smoothing=5-pt median; dark rows=445
fajr,2017-07-09,03:26,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.16; MSAS at inflection=18.83; depression=13.27°; smoothing=5-pt median; dark rows=445
fajr,2017-07-10,03:14,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.35; MSAS at inflection=18.80; depression=15.43°; smoothing=5-pt median; dark rows=446
isha,2017-07-10,19:24,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.44; MSAS at inflection=17.22; depression=9.34°; smoothing=5-pt median; dark rows=458
fajr,2017-07-11,03:32,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.44; MSAS at inflection=18.38; depression=12.34°; smoothing=5-pt median; dark rows=458
fajr,2017-07-12,02:47,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=18.43; MSAS at inflection=18.09; depression=19.95°; smoothing=5-pt median; dark rows=458
fajr,2017-07-14,03:46,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=19.02; MSAS at inflection=17.78; depression=10.28°; smoothing=5-pt median; dark rows=214
isha,2017-07-14,19:49,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=19.95; MSAS at inflection=21.15; depression=14.05°; smoothing=5-pt median; dark rows=435
isha,2017-07-15,19:55,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=20.31; MSAS at inflection=21.19; depression=15.12°; smoothing=5-pt median; dark rows=447
isha,2017-07-16,19:32,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=20.83; MSAS at inflection=19.11; depression=11.37°; smoothing=5-pt median; dark rows=459
fajr,2017-07-17,03:17,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=20.83; MSAS at inflection=19.55; depression=15.64°; smoothing=5-pt median; dark rows=459
fajr,2017-07-18,03:34,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=21.26; MSAS at inflection=19.77; depression=12.92°; smoothing=5-pt median; dark rows=486
fajr,2017-07-20,03:46,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=21.35; MSAS at inflection=18.89; depression=11.05°; smoothing=5-pt median; dark rows=377
isha,2017-07-20,19:33,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=21.50; MSAS at inflection=19.44; depression=11.84°; smoothing=5-pt median; dark rows=447
fajr,2017-07-22,03:30,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=21.57; MSAS at inflection=21.23; depression=14.18°; smoothing=5-pt median; dark rows=432
fajr,2017-07-24,03:32,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=21.36; MSAS at inflection=20.91; depression=14.04°; smoothing=5-pt median; dark rows=451
isha,2017-07-28,19:34,-1,31.20876,-7.8649,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars27; photometric inflection method; night median MSAS=21.31; MSAS at inflection=20.18; depression=13.22°; smoothing=5-pt median; dark rows=505
isha,2017-07-18,20:52,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=18.61; MSAS at inflection=18.47; depression=11.57°; smoothing=5-pt median; dark rows=433
isha,2017-07-19,21:28,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=19.92; MSAS at inflection=19.83; depression=16.69°; smoothing=5-pt median; dark rows=432
fajr,2017-07-20,04:05,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=19.92; MSAS at inflection=17.87; depression=9.76°; smoothing=5-pt median; dark rows=432
isha,2017-07-20,21:34,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=18.40; MSAS at inflection=18.73; depression=17.53°; smoothing=5-pt median; dark rows=437
fajr,2017-07-21,04:02,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=18.40; MSAS at inflection=18.36; depression=10.27°; smoothing=5-pt median; dark rows=437
isha,2017-07-31,20:34,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=17.72; MSAS at inflection=18.19; depression=11.17°; smoothing=5-pt median; dark rows=209
fajr,2017-07-31,21:45,0,40.628752,-3.90066,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars32; photometric inflection method; night median MSAS=17.72; MSAS at inflection=17.83; depression=21.05°; smoothing=5-pt median; dark rows=209
fajr,2017-07-01,04:27,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=17.87; MSAS at inflection=17.17; depression=10.19°; smoothing=5-pt median; dark rows=622
isha,2017-07-01,20:55,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=17.51; MSAS at inflection=16.44; depression=19.41°; smoothing=5-pt median; dark rows=970
fajr,2017-07-02,04:11,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=17.51; MSAS at inflection=17.51; depression=13.20°; smoothing=5-pt median; dark rows=970
isha,2017-07-02,20:49,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.25; MSAS at inflection=17.34; depression=18.43°; smoothing=5-pt median; dark rows=966
isha,2017-07-03,19:54,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=17.97; MSAS at inflection=16.01; depression=8.70°; smoothing=5-pt median; dark rows=990
isha,2017-07-04,19:50,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=17.73; MSAS at inflection=15.63; depression=8.11°; smoothing=5-pt median; dark rows=990
isha,2017-07-13,19:59,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=17.58; MSAS at inflection=17.22; depression=10.18°; smoothing=5-pt median; dark rows=1009
fajr,2017-07-16,04:28,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.00; MSAS at inflection=17.12; depression=11.37°; smoothing=5-pt median; dark rows=1008
isha,2017-07-16,21:01,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.06; MSAS at inflection=17.71; depression=21.27°; smoothing=5-pt median; dark rows=987
fajr,2017-07-17,04:39,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.06; MSAS at inflection=16.71; depression=9.43°; smoothing=5-pt median; dark rows=987
isha,2017-07-18,19:59,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.11; MSAS at inflection=17.31; depression=10.57°; smoothing=5-pt median; dark rows=993
