prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2018-10-01,19:08,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.37; MSAS at inflection=18.10; depression=14.43°; smoothing=5-pt median; dark rows=1250
fajr,2018-10-02,04:44,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.37; MSAS at inflection=18.02; depression=17.26°; smoothing=5-pt median; dark rows=1250
fajr,2018-10-03,05:20,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.53; MSAS at inflection=17.73; depression=10.65°; smoothing=5-pt median; dark rows=1221
isha,2018-10-03,18:44,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.51; MSAS at inflection=17.58; depression=10.63°; smoothing=5-pt median; dark rows=1256
fajr,2018-10-05,05:19,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.41; MSAS at inflection=17.87; depression=11.21°; smoothing=5-pt median; dark rows=1268
isha,2018-10-05,18:38,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.36; MSAS at inflection=17.36; depression=10.09°; smoothing=5-pt median; dark rows=1267
fajr,2018-10-06,05:36,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.36; MSAS at inflection=16.15; depression=8.31°; smoothing=5-pt median; dark rows=1267
isha,2018-10-06,18:58,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.42; MSAS at inflection=17.99; depression=14.17°; smoothing=5-pt median; dark rows=1280
fajr,2018-10-07,05:02,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.42; MSAS at inflection=18.48; depression=14.90°; smoothing=5-pt median; dark rows=1280
isha,2018-10-07,18:34,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.59; MSAS at inflection=17.37; depression=9.82°; smoothing=5-pt median; dark rows=1281
fajr,2018-10-08,05:35,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.59; MSAS at inflection=16.72; depression=8.74°; smoothing=5-pt median; dark rows=1281
isha,2018-10-08,18:36,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.10; MSAS at inflection=17.10; depression=10.49°; smoothing=5-pt median; dark rows=1279
fajr,2018-10-09,04:29,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.10; MSAS at inflection=18.36; depression=21.46°; smoothing=5-pt median; dark rows=1279
