prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2018-04-04,19:31,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.34; MSAS at inflection=17.47; depression=9.98°; smoothing=5-pt median; dark rows=1120
fajr,2018-04-05,04:16,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.34; MSAS at inflection=18.24; depression=18.18°; smoothing=5-pt median; dark rows=1120
isha,2018-04-05,19:51,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.68; MSAS at inflection=17.28; depression=13.41°; smoothing=5-pt median; dark rows=1109
fajr,2018-04-06,03:52,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.68; MSAS at inflection=17.01; depression=21.91°; smoothing=5-pt median; dark rows=1109
isha,2018-04-13,20:46,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.50; MSAS at inflection=16.44; depression=20.98°; smoothing=5-pt median; dark rows=1073
isha,2018-04-14,19:34,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.21; MSAS at inflection=16.37; depression=8.51°; smoothing=5-pt median; dark rows=1066
fajr,2018-04-17,04:51,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.45; MSAS at inflection=16.49; depression=8.46°; smoothing=5-pt median; dark rows=1059
isha,2018-04-17,19:42,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.44; MSAS at inflection=17.08; depression=9.37°; smoothing=5-pt median; dark rows=1052
fajr,2018-04-18,04:40,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.44; MSAS at inflection=17.55; depression=10.07°; smoothing=5-pt median; dark rows=1052
isha,2018-04-18,19:48,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.24; MSAS at inflection=17.42; depression=10.20°; smoothing=5-pt median; dark rows=1043
fajr,2018-04-19,04:26,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.24; MSAS at inflection=17.49; depression=12.13°; smoothing=5-pt median; dark rows=1043
fajr,2018-04-20,03:24,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.54; MSAS at inflection=18.00; depression=21.87°; smoothing=5-pt median; dark rows=1036
isha,2018-04-20,19:54,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.84; MSAS at inflection=17.34; depression=10.85°; smoothing=5-pt median; dark rows=1029
fajr,2018-04-21,03:26,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.84; MSAS at inflection=17.98; depression=21.17°; smoothing=5-pt median; dark rows=1029
isha,2018-04-23,20:58,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.61; MSAS at inflection=16.94; depression=20.49°; smoothing=5-pt median; dark rows=1006
fajr,2018-04-24,03:54,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.61; MSAS at inflection=17.54; depression=15.97°; smoothing=5-pt median; dark rows=1006
isha,2018-04-24,20:04,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.82; MSAS at inflection=16.23; depression=11.62°; smoothing=5-pt median; dark rows=1004
fajr,2018-04-25,04:41,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.82; MSAS at inflection=15.65; depression=7.99°; smoothing=5-pt median; dark rows=1004
isha,2018-04-27,21:09,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.52; MSAS at inflection=17.52; depression=21.10°; smoothing=5-pt median; dark rows=988
fajr,2018-04-28,03:48,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.52; MSAS at inflection=16.23; depression=15.93°; smoothing=5-pt median; dark rows=988
isha,2018-04-29,19:58,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.65; MSAS at inflection=17.01; depression=9.68°; smoothing=5-pt median; dark rows=981
fajr,2018-04-30,04:33,0,40.424604,-3.560279,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=17.65; MSAS at inflection=16.05; depression=8.09°; smoothing=5-pt median; dark rows=981
isha,2018-04-01,20:03,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=17.61; MSAS at inflection=19.21; depression=17.02°; smoothing=5-pt median; dark rows=579
fajr,2018-04-02,05:18,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=17.61; MSAS at inflection=17.53; depression=9.51°; smoothing=5-pt median; dark rows=579
fajr,2018-04-03,04:11,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=17.76; MSAS at inflection=17.51; depression=21.84°; smoothing=5-pt median; dark rows=574
isha,2018-04-04,19:34,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=20.27; MSAS at inflection=19.12; depression=10.81°; smoothing=5-pt median; dark rows=566
fajr,2018-04-05,05:07,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=20.27; MSAS at inflection=18.40; depression=10.83°; smoothing=5-pt median; dark rows=566
isha,2018-04-08,20:05,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=20.64; MSAS at inflection=21.04; depression=15.92°; smoothing=5-pt median; dark rows=559
isha,2018-04-10,19:56,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=21.27; MSAS at inflection=20.30; depression=13.90°; smoothing=5-pt median; dark rows=558
fajr,2018-04-13,04:24,0,36.95,-4.54,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars11; photometric inflection method; night median MSAS=21.09; MSAS at inflection=21.27; depression=16.47°; smoothing=5-pt median; dark rows=555
